"FileName","Extension","SizeKB","UsedOnAnyGrinsHtmlPage","ProposedCharacter","ProposedPageFile","ProposedSection","PageAlreadyExists","ProposedAction","ReviewNotes","FullPath"
"Mario Grin front B&W.jpg",".jpg","326.7","False","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin front B&W.jpg"
"Mario Grin front COLOR.jpg",".jpg","378.1","False","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin front COLOR.jpg"
"Mario Grin left side COLOR.jpg",".jpg","322.2","False","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin left side COLOR.jpg"
"Max Grin COLOR.jpg",".jpg","374.9","False","Max Grin","max-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Max Grin COLOR.jpg"
"Max Grin ORIGINAL.jpg",".jpg","144.1","False","Max Grin","max-grin.html","Original Drawing","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Max Grin ORIGINAL.jpg"
"Max Grin png.jpg",".jpg","369.6","False","Max Grin png","max-grin-png.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Max Grin png.jpg"
"MC Grin B&W.jpg",".jpg","306.9","False","MC Grin","mc-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin B&W.jpg"
"MC Grin COLOR.jpg",".jpg","284.5","False","MC Grin","mc-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin COLOR.jpg"
"MC Grin ORIGINAL COLOR 2.png",".png","220.4","False","MC Grin","mc-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin ORIGINAL COLOR 2.png"
"MC Grin ORIGINAL COLOR.jpg",".jpg","148.7","False","MC Grin","mc-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin ORIGINAL COLOR.jpg"
"MC Supersize Grin Flying B&W.jpg",".jpg","344.8","False","MC Supersize Grin Flying","mc-supersize-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying B&W.jpg"
"MC Supersize Grin Flying COLOR.1.jpg",".jpg","299","False","MC Supersize Grin Flying COLOR.1","mc-supersize-grin-flying-color-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying COLOR.1.jpg"
"MC Supersize Grin Flying COLOR.jpg",".jpg","179.6","False","MC Supersize Grin Flying","mc-supersize-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying COLOR.jpg"
"MC Supersized Grin 2 B&W.jpg",".jpg","455.9","False","MC Supersized Grin 2","mc-supersized-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin 2 B&W.jpg"
"MC Supersized Grin B&W.jpg",".jpg","435.7","False","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin B&W.jpg"
"MC Supersized Grin COLOR.jpg",".jpg","338.9","False","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin COLOR.jpg"
"MC Supersized Grin side COLOR.jpg",".jpg","86.2","False","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin side COLOR.jpg"
"Melting Monster Grin B&W.jpg",".jpg","464.2","False","Melting Monster Grin","melting-monster-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Monster Grin B&W.jpg"
"Melting Monster Grin COLOR.jpg",".jpg","315.4","False","Melting Monster Grin","melting-monster-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Monster Grin COLOR.jpg"
"Mentadusa COLOR.jpg",".jpg","323.5","False","Mentadusa","mentadusa.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mentadusa COLOR.jpg"
"Mickey Grin ORIGINAL COLOR.jpg",".jpg","130.1","False","Mickey Grin","mickey-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin ORIGINAL COLOR.jpg"
"Mickey Mouse Grin 2 B&W.jpg",".jpg","287.4","False","Mickey Mouse Grin 2","mickey-mouse-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin 2 B&W.jpg"
"Mickey Mouse Grin back B&W.jpg",".jpg","468.7","False","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin back B&W.jpg"
"Mickey Mouse Grin COLOR.png",".png","114.7","False","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin COLOR.png"
"Mickey Mouse Grin Flying B&W.jpg",".jpg","462.4","False","Mickey Mouse Grin Flying","mickey-mouse-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying B&W.jpg"
"Mickey Mouse Grin Flying COLOR.1.jpg",".jpg","295.6","False","Mickey Mouse Grin Flying COLOR.1","mickey-mouse-grin-flying-color-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying COLOR.1.jpg"
"Mickey Mouse Grin Flying COLOR.jpg",".jpg","295.6","False","Mickey Mouse Grin Flying","mickey-mouse-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying COLOR.jpg"
"Mickey Mouse Grin left side COLOR.jpg",".jpg","390.1","False","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin left side COLOR.jpg"
"Mishka Eyeball Grin B&W.jpg",".jpg","327.6","False","Mishka Eyeball Grin","mishka-eyeball-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mishka Eyeball Grin B&W.jpg"
"Modzilla Grin Front B&W.jpg",".jpg","413.5","False","Modzilla Grin","modzilla-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Modzilla Grin Front B&W.jpg"
"Modzilla Grin Side B&W.jpg",".jpg","352.3","False","Modzilla Grin","modzilla-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Modzilla Grin Side B&W.jpg"
"Mogul Grin B&W.jpg",".jpg","314.5","False","Mogul Grin","mogul-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin B&W.jpg"
"Mogul Grin back B&W.jpg",".jpg","411.8","False","Mogul Grin","mogul-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin back B&W.jpg"
"Mogul Grin back COLOR.jpg",".jpg","524.9","False","Mogul Grin","mogul-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin back COLOR.jpg"
"Mogul Grin right side B&W.jpg",".jpg","434.7","False","Mogul Grin","mogul-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin right side B&W.jpg"
"Mogul Grin right side COLOR.jpg",".jpg","498.7","False","Mogul Grin","mogul-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin right side COLOR.jpg"
"Mogul Grin Standing B&W.jpg",".jpg","364.2","False","Mogul Grin Standing","mogul-grin-standing.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin Standing B&W.jpg"
"Monkey Grin Mouth B&W.jpg",".jpg","361.8","False","Monkey Grin Mouth","monkey-grin-mouth.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Monkey Grin Mouth B&W.jpg"
"Monkey Shiner Angel Grin ORINGINAL (1).jpg",".jpg","260.1","False","Monkey Shiner Angel Grin ORINGINAL (1)","monkey-shiner-angel-grin-oringinal-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Monkey Shiner Angel Grin ORINGINAL (1).jpg"
"Monkey Shriner Grin COLOR.jpg",".jpg","131.4","False","Monkey Shriner Grin","monkey-shriner-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Monkey Shriner Grin COLOR.jpg"
"Monkey Shriner Grin ORIGINAL COLOR.jpg",".jpg","66.9","False","Monkey Shriner Grin","monkey-shriner-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Monkey Shriner Grin ORIGINAL COLOR.jpg"
"Mounted Gorilla Grin B&W.jpg",".jpg","293.6","False","Mounted Gorilla Grin","mounted-gorilla-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mounted Gorilla Grin B&W.jpg"
"Mounted Gorilla Grin COLOR.jpg",".jpg","454.1","False","Mounted Gorilla Grin","mounted-gorilla-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mounted Gorilla Grin COLOR.jpg"
"Mouth Grin B&W.jpg",".jpg","344.1","False","Mouth Grin","mouth-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mouth Grin B&W.jpg"
"Mr Met Grin B&W.jpg",".jpg","323","False","Mr Met Grin","mr-met-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mr Met Grin B&W.jpg"
"Mr Met Grin COLOR.jpg",".jpg","517.7","False","Mr Met Grin","mr-met-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mr Met Grin COLOR.jpg"
"Mr Potato Grin B&W.jpg",".jpg","374.7","False","Mr Potato Grin","mr-potato-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mr Potato Grin B&W.jpg"
"Mummy Grin 2 COLOR.jpg",".jpg","177.8","False","Mummy Grin 2","mummy-grin-2.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mummy Grin 2 COLOR.jpg"
"Mummy Grin B&W.jpg",".jpg","243.6","False","Mummy Grin","mummy-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mummy Grin B&W.jpg"
"Mush Man grin COLOR.jpg",".jpg","390.8","False","Mush Man grin","mush-man-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mush Man grin COLOR.jpg"
"Mush Man Grin side view COLOR.jpg",".jpg","314","False","Mush Man Grin","mush-man-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mush Man Grin side view COLOR.jpg"
"Mutley Grin B&W.jpg",".jpg","381.7","False","Mutley Grin","mutley-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mutley Grin B&W.jpg"
"Mutley Grin COLOR.1.jpg",".jpg","342.1","False","Mutley Grin COLOR.1","mutley-grin-color-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mutley Grin COLOR.1.jpg"
"Mutley Grin COLOR.jpg",".jpg","296.8","False","Mutley Grin","mutley-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mutley Grin COLOR.jpg"
"Negative Positive Grin ORIGINAL COLOR.jpg",".jpg","125","False","Negative Positive Grin","negative-positive-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Negative Positive Grin ORIGINAL COLOR.jpg"
"Ninja Turtle Grin B&W.jpg",".jpg","440.5","False","Ninja Turtle Grin","ninja-turtle-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ninja Turtle Grin B&W.jpg"
"Ninja Turtle Grin ORIGINAL COLOR.jpg",".jpg","177.4","False","Ninja Turtle Grin","ninja-turtle-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ninja Turtle Grin ORIGINAL COLOR.jpg"
"Olive Oil Grin B&W.jpg",".jpg","322.9","False","Olive Oil Grin","olive-oil-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Olive Oil Grin B&W.jpg"
"Olive Oil Grin COLOR.jpg",".jpg","473.1","False","Olive Oil Grin","olive-oil-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Olive Oil Grin COLOR.jpg"
"Orion Grin side ORIGINAL Colorway 1.jpg",".jpg","123.4","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 1.jpg"
"Orion Grin side ORIGINAL Colorway 10 (2).jpg",".jpg","130.7","False","Orion Grin side ORIGINAL Colorway 10 (2)","orion-grin-side-original-colorway-10-2.html","Original Drawing","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 10 (2).jpg"
"Orion Grin side ORIGINAL Colorway 10.jpg",".jpg","101.8","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 10.jpg"
"Orion Grin side ORIGINAL Colorway 11 (2).jpg",".jpg","132.1","False","Orion Grin side ORIGINAL Colorway 11 (2)","orion-grin-side-original-colorway-11-2.html","Original Drawing","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 11 (2).jpg"
"Orion Grin side ORIGINAL Colorway 11.jpg",".jpg","94.3","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 11.jpg"
"Orion Grin side ORIGINAL Colorway 12.jpg",".jpg","128.5","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 12.jpg"
"Orion Grin side ORIGINAL Colorway 2.jpg",".jpg","124.6","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 2.jpg"
"Orion Grin side ORIGINAL Colorway 3.jpg",".jpg","123.4","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 3.jpg"
"Orion Grin side ORIGINAL Colorway 4.jpg",".jpg","120.5","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 4.jpg"
"Orion Grin side ORIGINAL Colorway 5.jpg",".jpg","152","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 5.jpg"
"Orion Grin side ORIGINAL Colorway 6.jpg",".jpg","155.5","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 6.jpg"
"Orion Grin side ORIGINAL Colorway 7.jpg",".jpg","154.8","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 7.jpg"
"Orion Grin side ORIGINAL Colorway 8.jpg",".jpg","156.2","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 8.jpg"
"Orion Grin side ORIGINAL Colorway 9 (2).jpg",".jpg","129.4","False","Orion Grin side ORIGINAL Colorway 9 (2)","orion-grin-side-original-colorway-9-2.html","Original Drawing","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 9 (2).jpg"
"Orion Grin side ORIGINAL Colorway 9.jpg",".jpg","101","False","Orion Grin","orion-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Orion Grin side ORIGINAL Colorway 9.jpg"
"Panda Bear Grin B&W.jpg",".jpg","321.7","False","Panda Bear Grin","panda-bear-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Panda Bear Grin B&W.jpg"
"Panda Grin B&W.jpg",".jpg","283.2","False","Panda Grin","panda-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Panda Grin B&W.jpg"
"Panda Grin COLOR.jpg",".jpg","344.1","False","Panda Grin","panda-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Panda Grin COLOR.jpg"
"Panda Grin ORIGINAL COLOR.jpg",".jpg","118","False","Panda Grin","panda-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Panda Grin ORIGINAL COLOR.jpg"
"Patrick Grin B&W.jpg",".jpg","282","False","Patrick Grin","patrick-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Patrick Grin B&W.jpg"
"Patrick Grin ORIGINAL COLOR 2.jpg",".jpg","123.8","False","Patrick Grin","patrick-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Patrick Grin ORIGINAL COLOR 2.jpg"
"Peko Girl Grin COLOR.jpg",".jpg","330.1","False","Peko Girl Grin","peko-girl-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Peko Girl Grin COLOR.jpg"
"Pepz Boy Grin B&W.jpg",".jpg","319","False","Pepz Boy Grin","pepz-boy-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pepz Boy Grin B&W.jpg"
"Pepz Boy Grin COLOR.jpg",".jpg","366","False","Pepz Boy Grin","pepz-boy-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pepz Boy Grin COLOR.jpg"
"Peter Grin B&W.jpg",".jpg","313.9","False","Peter Grin","peter-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Peter Grin B&W.jpg"
"Peter Grin COLOR.jpg",".jpg","527","False","Peter Grin","peter-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Peter Grin COLOR.jpg"
"Peter Potamus Grin B&W.jpg",".jpg","323.9","False","Peter Potamus Grin","peter-potamus-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Peter Potamus Grin B&W.jpg"
"Peter Potamus Grin COLOR.jpg",".jpg","459","False","Peter Potamus Grin","peter-potamus-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Peter Potamus Grin COLOR.jpg"
"Pinocchio Grin front COLOR.jpg",".jpg","422.5","False","Pinocchio Grin","pinocchio-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pinocchio Grin front COLOR.jpg"
"pinocchio grin left side - B&W - Trace girl.jpg",".jpg","481.5","False","pinocchio grin left side - B&W - Trace girl","pinocchio-grin-left-side-b-and-w-trace-girl.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\pinocchio grin left side - B&W - Trace girl.jpg"
"Pinocchio Grin Right Side B&W.jpg",".jpg","475.1","False","Pinocchio Grin","pinocchio-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pinocchio Grin Right Side B&W.jpg"
"Pizza This Grin B&W.jpg",".jpg","254.4","False","Pizza This Grin","pizza-this-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pizza This Grin B&W.jpg"
"Pizza This Grin COLOR.jpg",".jpg","272","False","Pizza This Grin","pizza-this-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pizza This Grin COLOR.jpg"
"Plush Bear Grin front ORIGINAL COLOR.jpg",".jpg","284.3","False","Plush Bear Grin","plush-bear-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Plush Bear Grin front ORIGINAL COLOR.jpg"
"Popeye Butthead Grin B&W.jpg",".jpg","321.8","False","Popeye Butthead Grin","popeye-butthead-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Popeye Butthead Grin B&W.jpg"
"Popeye Butthead Grin COLOR.jpg",".jpg","451.6","False","Popeye Butthead Grin","popeye-butthead-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Popeye Butthead Grin COLOR.jpg"
"Powerpuff Girl Bubbles Grin B&W.jpg",".jpg","324.5","False","Powerpuff Girl Bubbles Grin","powerpuff-girl-bubbles-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Powerpuff Girl Bubbles Grin B&W.jpg"
"Powerpuff Girl Bubbles Grin COLOR.jpg",".jpg","472","False","Powerpuff Girl Bubbles Grin","powerpuff-girl-bubbles-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Powerpuff Girl Bubbles Grin COLOR.jpg"
"Pumpkin Grin B&W.jpg",".jpg","344.3","False","Pumpkin Grin","pumpkin-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pumpkin Grin B&W.jpg"
"Pumpkin Grin Side View B&W.jpg",".jpg","389.6","False","Pumpkin Grin","pumpkin-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Pumpkin Grin Side View B&W.jpg"
"Qhrist Grin 1 B&W.jpg",".jpg","376","False","Qhrist Grin 1","qhrist-grin-1.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Qhrist Grin 1 B&W.jpg"
"Qhrist Grin 2 COLOR.jpg",".jpg","236.4","False","Qhrist Grin 2","qhrist-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Qhrist Grin 2 COLOR.jpg"
"Qhrist Grin 2 ORIGINAL COLOR.jpg",".jpg","176.1","False","Qhrist Grin 2","qhrist-grin-2.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Qhrist Grin 2 ORIGINAL COLOR.jpg"
"Quick Draw McGraw Grin B&W.jpg",".jpg","331.9","False","Quick Draw McGraw Grin","quick-draw-mcgraw-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Quick Draw McGraw Grin B&W.jpg"
"Quick Draw McGraw Grin COLOR.jpg",".jpg","292.3","False","Quick Draw McGraw Grin","quick-draw-mcgraw-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Quick Draw McGraw Grin COLOR.jpg"
"Rabbbit Double Grin Mouth COLOR.jpg",".jpg","490.9","False","Rabbbit Double Grin Mouth","rabbbit-double-grin-mouth.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Double Grin Mouth COLOR.jpg"
